Name,title,abstract
"BERBEN, Louise A",High work-function hole transport layers by self-assembly using a fluorinated additive,"The hole transport polymer poly(3,4-ethylenedioxythiophene):poly(4- styrenesulfonate) (PEDOT:PSS) derives many of its favorable properties from a PSS-rich interfacial layer that forms spontaneously during coating. Since PEDOT:PSS is only usable as a blend it is not possible to study PEDOT:PSS without this interfacial layer. Through the use of the self-doped polymer sulfonated poly(thiophene-3-[2-(2-methoxyethoxy) ethoxy]-2,5-diyl) (S-P3MEET) and a polyfluorinated ionomer (PFI) it is possible to compare transparent conducting organic films with and without interfacial layers and to understand their function. Using neutron reflectometry, we show that PFI preferentially segregates at the top surface of the film during coating and forms a thermally-stable surface layer. Because of this distribution we find that even small amounts of PFI increase the electron work function of the hole transport layer. We also find that annealing at 150Â°C and above reduces the work function compared to samples heated at lower temperatures. Using near edge X-ray absorption fine structure spectroscopy and gas chromatography we show that this reduction in work function is due to S-P3MEET being doped by PFI. Organic photovoltaic devices with S-P3MEET/PFI hole transport layers yield higher power conversion efficiency than devices with pure S-P3MEET or PEDOT:PSS hole transport layers. Additionally, devices with a doped interface layer of S-P3MEET/PFI show superior performance to those with un-doped S-P3MEET. Â© 2014 The Royal Society of Chemistry. 2014."
"HAVEL, Peter J","Chronic stress increases vulnerability to diet-related abdominal fat, oxidative stress, and metabolic risk","BackgroundIn preclinical studies, the combination of chronic stress and a high sugar/fat diet is a more potent driver of visceral adiposity than diet alone, a process mediated by peripheral neuropeptide Y (NPY).MethodsIn a human model of chronic stress, we investigated whether the synergistic combination of highly palatable foods (HPF; high sugar/fat) and stress was associated with elevated metabolic risk. Using a case-control design, we compared 33 post-menopausal caregivers (the chronic stress group) to 28 age-matched low-stress control women on reported HPF consumption (modified Block Food Frequency Questionnaire), waistline circumference, truncal fat ultrasound, and insulin sensitivity using a 3-h oral glucose tolerance test. A fasting blood draw was assayed for plasma NPY and oxidative stress markers (8-hydroxyguanosine and F2-Isoprostanes).ResultsAmong chronically stressed women only, greater HPF consumption was associated with greater abdominal adiposity, oxidative stress, and insulin resistance at baseline (all p'sâ‰¤.01). Furthermore, plasma NPY was significantly elevated in chronically stressed women (p<.01), and the association of HPF with abdominal adiposity was stronger among women with high versus low NPY. There were no significant predictions of change over 1-year, likely due to high stability (little change) in the primary outcomes over this period.DiscussionChronic stress is associated with enhanced vulnerability to diet-related metabolic risk (abdominal adiposity, insulin resistance, and oxidative stress). Stress-induced peripheral NPY may play a mechanistic role."
"HINTON, Ladson",Clinician Approaches and Strategies for Engaging Older Men in Depression Care,
"JAIN, Sharad",A Retreat for First-year Medicine Fellows,
"CORD, Branden J",Using iPSC-derived neurons to uncover cellular phenotypes associated with Timothy syndrome,"Monogenic neurodevelopmental disorders provide key insights into the pathogenesis of disease and help us understand how specific genes control the development of the human brain. Timothy syndrome is caused by a missense mutation in the L-type calcium channel Ca(v)1.2 that is associated with developmental delay and autism. We generated cortical neuronal precursor cells and neurons from induced pluripotent stem cells derived from individuals with Timothy syndrome. Cells from these individuals have defects in calcium (Ca(2+)) signaling and activity-dependent gene expression. They also show abnormalities in differentiation, including decreased expression of genes that are expressed in lower cortical layers and in callosal projection neurons. In addition, neurons derived from individuals with Timothy syndrome show abnormal expression of tyrosine hydroxylase and increased production of norepinephrine and dopamine. This phenotype can be reversed by treatment with roscovitine, a cyclin-dependent kinase inhibitor and atypical L-type-channel blocker. These findings provide strong evidence that Ca(v)1.2 regulates the differentiation of cortical neurons in humans and offer new insights into the causes of autism in individuals with Timothy syndrome."
"PARIKH, Atul N",Evidence for cholera aggregation on GM1-decorated lipid bilayers,
"MARCIN, James P",Impact of Public Reporting on Access to Coronary Artery Bypass Surgery: The California Outcomes Reporting Program,
"VALICENTI, Richard K",Failure Mode and Effect Analysis for Delivery of Lung Stereotactic Body Radiation Therapy,
"LANGLEY, Charles H",High resolution mapping of genetic factors affecting abdominal bristle number in Drosophila melanogaster.,
"KIRK, James D",Society of Chest Pain Centers recommendations for the evaluation and management of the observation stay acute heart failure patientâ€”part 1,
"YU, Hai","The Hd0053 gene of Haemophilus ducreyi encodes an Î±2,3-sialyltransferase",
"MICHELMORE, Richard W",Construction of a bacterial artificial chromosome library containing large Eco RI and Hin dIII genomic fragments of lettuce,
"NARDO, Lorenzo",Obesity increases the prevalence and severity of focal knee abnormalities diagnosed using 3T MRI in middle-aged subjectsâ€”data from the Osteoarthritis Initiative,
"BLOCH, Orin",Accelerated Progression of Kaolin-Induced Hydrocephalus in Aquaporin-4-Deficient Mice,
"VAN BENTHEM, Klaus",In-situ observation of equilibrium transitions in Ni films; agglomeration and impurity effects,
"CHUAH, Chen-Nee","Failure-Aware, Open-Loop, Adaptive Video Streaming with Packet-Level Optimized Redundancy",
"LANE, Nancy E",Glucocorticoid excess in mice results in early activation of osteoclastogenesis and adipogenesis and prolonged suppression of osteogenesis: A longitudinal study of gene expression in bone tissue from glucocorticoidâ€treated mice,
"ALBERTSON, Timothy E",A Population Study of the Frequency of High-Dose Acetaminophen Prescribing and Dispensing,
"QI, Jinyi",Simultaneous acquisition of multislice PET and MR images: initial results with a MR-compatible PET scanner.,
"KORF, Ian",Sequencing the transcriptome of milk production: milk trumps mammary tissue,"Abstract Background Studies of normal human mammary gland development and function have mostly relied on cell culture, limited surgical specimens, and rodent models. Although RNA extracted from human milk has been used to assay the mammary transcriptome non-invasively, this assay has not been adequately validated in primates. Thus, the objectives of the current study were to assess the suitability of lactating rhesus macaques as a model for lactating humans and to determine whether RNA extracted from milk fractions is representative of RNA extracted from mammary tissue for the purpose of studying the transcriptome of milk-producing cells. Results We confirmed that macaque milk contains cytoplasmic crescents and that ample high-quality RNA can be obtained for sequencing. Using RNA sequencing, RNA extracted from macaque milk fat and milk cell fractions more accurately represented RNA from mammary epithelial cells (cells that produce milk) than did RNA from whole mammary tissue. Mammary epithelium-specific transcripts were more abundant in macaque milk fat, whereas adipose or stroma-specific transcripts were more abundant in mammary tissue. Functional analyses confirmed the validity of milk as a source of RNA from milk-producing mammary epithelial cells. Conclusions RNA extracted from the milk fat during lactation accurately portrayed the RNA profile of milk-producing mammary epithelial cells in a non-human primate. However, this sample type clearly requires protocols that minimize RNA degradation. Overall, we validated the use of RNA extracted from human and macaque milk and provided evidence to support the use of lactating macaques as a model for human lactation."
"RICHARDS, John R",Impaired homocysteine transsulfuration is an indicator of alcoholic liver disease,
"KRAVITZ, Richard",Variations in Resource Utilization Among Medical Specialties and Systems of Care,
"BROWN, Lisa M","A safe and reproducible anastomotic technique for minimally invasive Ivor Lewis oesophagectomy: the circular-stapled anastomosis with the trans-oral anvilâ˜†, â˜†â˜†",
"POLLOCK, Brad",Development and evaluation of a study design typology for human research.,
"HARVEY, Danielle J","Memory impairment, but not cerebrovascular disease, predicts progression of MCI to dementia",
"GRANDI, Eleonora",Late Sodium Current Contributes to the Reverse Rate-Dependent Effect of IKr Inhibition on Ventricular Repolarization,
"GAO, Allen C",Transcriptional regulation of human RANK ligand gene expression by E2F1,
"JIN, Yufang",Contrasting controls on wildland fires in Southern California during periods with and without Santa Ana winds,"Wildland fires in Southern California can be divided into two categories: fall fires, which are typically driven by strong offshore Santa Ana winds, and summer fires, which occur with comparatively weak onshore winds and hot and dry weather. Both types of fire contribute significantly to annual burned area and economic loss. An improved understanding of the relationship between Southern California's meteorology and fire is needed to improve predictions of how fire will change in the future and to anticipate management needs. We used output from a regional climate model constrained by reanalysis observations to identify Santa Ana events and partition fires into those occurring during periods with and without Santa Ana conditions during 1959â€“2009. We then developed separate empirical regression models for Santa Ana and non-Santa Ana fires to quantify the effects of meteorology on fire number and size. These models explained approximately 58% of the seasonal and interannual variation in the number of Santa Ana fires and 36% of the variation in non-Santa Ana fires. The number of Santa Ana fires increased during years when relative humidity during Santa Ana events and fall precipitation were below average, indicating that fuel moisture is a key controller of ignition. Relative humidity strongly affected Santa Ana fire size. Cumulative precipitation during the previous three winters was significantly correlated with the number of non-Santa Ana fires, presumably through increased fine fuel density and connectivity between infrastructure and nearby vegetation. Both relative humidity and the preceding wet season precipitation influenced non-Santa Ana fire size. Regression models driven by meteorology explained 57% of the temporal variation in Santa Ana burned area and 22% of the variation in non-Santa Ana burned area. The area burned by non-Santa Ana fires has increased steadily by 1.7% yearâˆ’1&nbsp;since 1959 (pâ€‰<â€‰0.006); the occurrence of extremely large Santa Ana fires has increased abruptly since 2003. Our results underscore the need to separately consider the fuel and meteorological controls on Santa Ana and non-Santa Ana fires when projecting climate change impacts on regional fire."
